M1,M2,mM1,mM2,F,R,SCI,H,GA,AG,ABC,ABS,AZI,SO,SO_red,Alb,Sigma,redM1,W,WW,HR,Schultz,Gutman,Mostar,Sz,PI,EE,Energy,SpecRad,Balaban_J,dG_hyd
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.825617198010981,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.18960238097852,8.720566232730448,2.1010029896154583,2.1229179499593664,-7.77
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-4.5
28.0,28.0,1.75,1.75,56.0,3.5,3.5,3.5,7.0,7.0,4.949747468305834,4.949747468305834,56.0,19.798989873223334,9.899494936611667,0.0,0.0,7.0,42.0,70.0,12.833333333333334,168.0,168.0,0.0,63.0,28.0,15.960242064512125,8.987918414869867,1.9999999999999996,2.0416666666666665,-0.99
76.0,90.0,2.9444444444444446,3.0555555555555554,188.0,6.932652990377571,7.394205344927391,6.866666666666667,15.838367176906171,16.164965809277263,11.232828269945003,12.072407202906604,134.78125,54.30025432642762,32.03067944372927,8.0,8.0,26.0,279.0,680.0,40.78571428571429,1248.0,1392.0,64.0,656.0,216.0,35.85389960896524,19.313708498984766,2.4142135623730963,1.6824884302593337,-3.78
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,-0.84
40.0,43.0,3.4722222222222223,2.166666666666667,96.0,4.325698502695489,4.313418246689415,4.166666666666666,8.707813930932858,9.318464340957362,6.473350830420108,6.571653958956686,67.375,29.082956264480494,17.00876701224514,8.0,10.0,13.0,88.0,176.0,19.15,333.0,311.0,29.0,146.0,66.0,20.972148061258352,11.142106483192403,2.2001218589194,2.23165161946076,-7.66
68.0,83.0,2.4444444444444446,2.583333333333333,172.0,5.949489742783179,6.4080264443913375,5.9,13.87877538267963,14.123724356957947,9.778174593052025,10.632603664164817,122.171875,48.50336533787274,28.97275705110279,6.0,6.0,24.0,166.0,332.0,33.4,756.0,857.0,52.0,369.0,143.0,31.39375715443087,16.618915971652278,2.4708374155471593,1.8447102328139273,-3.15
30.0,28.0,3.75,2.5,58.0,4.414213562373095,4.1547005383792515,4.333333333333333,7.885618083164127,8.121320343559642,5.6568542494923815,5.397341225498538,64.0,21.442698703476722,10.485281374238571,2.0,2.0,7.0,120.0,330.0,16.460714285714285,408.0,344.0,32.0,120.0,56.0,19.03365733227704,10.627503029350086,1.9021130325903075,2.595082706793886,0.52
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666663,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.36643030287652,13.36505818199175,4.0,4.0,10.0,64.0,122.0,15.783333333333335,246.0,234.0,22.0,109.0,50.0,18.479022537159643,10.424292428609817,2.135779205069857,2.1250162554146717,-6.62
42.0,46.0,4.083333333333334,2.0277777777777777,108.0,4.198377302757663,4.197102672463695,3.933333333333333,8.5172597998064,9.546584519776387,6.651690315382584,6.74331038263985,61.515625,30.980105894226565,19.186912597118447,10.0,16.0,15.0,84.0,160.0,19.53333333333333,315.0,291.0,27.0,144.0,66.0,21.18569143871714,10.792280186226474,2.2458267799378633,2.34622717382778,-18.17
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,2.1
2.0,1.0,2.0,1.0,2.0,1.0,0.7071067811865475,1.0,1.0,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0861612696304874,2.0,1.0,1.0,-0.55
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.2700556100296625,2.0245638646895836,2.0666666666666664,3.654655746264212,4.390681974697982,3.047206724228547,2.766160500804204,22.75,12.166174573300538,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388574,5.226251859505507,1.8477590650225741,2.5395388613593903,-0.03
26.0,24.0,4.472222222222222,1.6666666666666665,66.0,3.1258976576862296,2.8944271909999157,2.8,5.423693409364296,6.6600436058363215,4.680199886083999,4.377620463229157,29.5,19.860213191601495,12.47213595499958,10.0,18.0,9.0,48.0,91.0,11.833333333333332,150.0,114.0,22.0,48.0,30.0,14.880758495384406,6.828427124746191,2.0,2.9532231745612925,-1.21
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,2.67
20.0,20.0,1.25,1.25,40.0,2.5,2.5,2.5,5.0,5.0,3.5355339059327378,3.5355339059327378,40.0,14.142135623730951,7.0710678118654755,0.0,0.0,5.0,15.0,20.0,7.5,60.0,60.0,0.0,20.0,10.0,11.496186321883666,6.47213595499958,1.9999999999999987,2.083333333333333,-9.63
100.0,121.0,6.388888888888889,3.805555555555556,268.0,8.5585506480638,9.013377407318895,8.166666666666666,19.262060586270465,20.825009415113584,14.377494250096262,15.363983502986205,158.453125,72.74625395565603,45.91702896110195,18.0,26.0,38.0,558.0,1583.0,59.6218253968254,2368.0,2496.0,140.0,1210.0,356.0,45.85713123442763,23.12491606954358,2.48353762482403,1.73029520831671,-3.84
68.0,80.0,7.166666666666666,3.2222222222222223,184.0,6.485269665192934,6.460232508008816,6.033333333333335,13.212323751844073,14.896025042155054,10.244243362718155,10.519157087485448,105.828125,50.07731354033007,31.85033955623032,14.0,24.0,26.0,280.0,664.0,39.22619047619048,1032.0,936.0,108.0,418.0,176.0,33.275077451757525,16.626505361064474,2.4114902359642234,2.732018575847844,-9.73
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217142,2.8284271247461903,1.4142135623730951,1.6329931618554523,-2.49
50.0,52.0,5.972222222222222,3.444444444444444,114.0,6.256748817474191,5.981939884532615,6.033333333333333,11.633840219870441,12.398543232197689,8.55423105945987,8.407871302153794,94.765625,36.24348460516376,20.19348530673794,8.0,10.0,15.0,282.0,786.0,31.054761904761904,972.0,828.0,98.0,282.0,132.0,28.59804696260567,15.433560087491017,2.1795562381454654,3.7221520078348567,-4.13
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,-4.02
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,-2.1
36.0,40.0,5.0625,2.5,100.0,4.242640687119285,3.9423942386139554,3.9999999999999996,7.542472332656508,8.48528137423857,5.6568542494923815,5.575387400469409,64.0,26.832815729997478,16.64911064067352,12.0,20.0,13.0,88.0,170.0,18.5,280.0,216.0,48.0,88.0,56.0,19.721830751152996,10.47213595499958,2.2360679774997902,3.824684203207495,-4.59
12.0,9.0,3.111111111111111,1.0,30.0,1.7320508075688776,1.5,1.5,2.598076211353316,3.4641016151377553,2.449489742783178,2.121320343559643,10.125,9.486832980505138,6.0,6.0,12.0,4.0,9.0,12.0,4.5,24.0,15.0,6.0,9.0,6.0,7.829154880351855,3.4641016151377544,1.7320508075688772,2.3237900077244498,2.3
26.0,24.0,4.472222222222222,1.6666666666666665,66.0,3.1258976576862296,2.8944271909999157,2.8,5.423693409364296,6.6600436058363215,4.680199886083999,4.377620463229157,29.5,19.860213191601495,12.47213595499958,10.0,18.0,9.0,48.0,91.0,11.833333333333332,150.0,114.0,22.0,48.0,30.0,14.880758495384406,6.828427124746191,2.0,2.9532231745612925,-6.09
94.0,106.0,8.756944444444443,4.763888888888888,250.0,9.45283746316856,9.4037874283879,8.966666666666669,19.067680439740883,21.047086464395374,14.43895361677144,14.772244302830634,151.90162037037038,69.1761431447136,42.80273578211553,22.0,38.0,34.0,818.0,2631.0,64.31468253968254,3086.0,2886.0,262.0,1021.0,374.0,47.17476934635198,23.6408563259082,2.375187389846422,2.6861305857647904,-7.07
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,-0.33
22.0,20.0,3.25,2.0,42.0,3.414213562373095,3.1547005383792515,3.333333333333333,5.885618083164127,6.121320343559642,4.242640687119286,3.9831276631254418,48.0,15.785844453984339,7.65685424949238,2.0,2.0,5.0,56.0,126.0,11.15,182.0,146.0,18.0,56.0,30.0,14.47448672760572,8.054678984251696,1.8477590650225744,2.447472887876344,-1.28
24.0,23.0,3.861111111111111,1.9166666666666665,54.0,3.308060412490447,3.049127729379167,3.133333333333333,5.7112352811751075,6.317262334258209,4.352030486860464,4.118107439235313,43.375,17.67394329084213,9.886349517372675,6.0,8.0,7.0,50.0,99.0,11.616666666666667,158.0,122.0,22.0,50.0,30.0,14.68711284067275,7.878462024097667,1.969615506024417,2.8318199660707837,-4.06
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-3.88
62.0,66.0,5.784722222222221,2.8194444444444446,170.0,5.9889818645078226,5.9997781539274735,5.566666666666666,12.148222136706316,14.027222888638045,9.73809370844009,9.81610708323709,85.8767361111111,46.37673350451696,29.355762966906322,16.0,38.0,23.0,256.0,662.0,33.51190476190476,973.0,915.0,95.0,346.0,150.0,30.72975283204817,15.089992685110559,2.272498171277639,2.3271809176659146,-1.92
44.0,45.0,6.534722222222222,2.1666666666666665,132.0,4.337222523091417,4.114032450509017,3.7857142857142856,7.947411324190644,10.265706038538916,7.107276740877492,6.839457944495577,47.060111111111105,34.0672524082861,23.07768723046357,18.0,42.0,18.0,123.0,268.0,21.783333333333335,402.0,321.0,56.0,123.0,72.0,22.37866309224387,9.936237570137335,2.2360679774997894,3.7348237213155926,0.1
18.0,16.0,3.0,1.75,34.0,2.914213562373095,2.6547005383792515,2.833333333333333,4.885618083164127,5.121320343559642,3.5355339059327378,3.2760208819388943,40.0,12.95741732923815,6.242640687119285,2.0,2.0,4.0,35.0,70.0,8.7,110.0,85.0,12.0,35.0,20.0,12.194901425440477,6.987918414869869,1.8019377358048385,2.3390923149762908,1.01
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.5999999999999996,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.40361467168509,15.772699034745349,8.0,12.0,12.0,61.0,110.0,16.083333333333332,232.0,218.0,16.0,108.0,50.0,18.68272477800247,9.431147620289327,2.175327747161074,2.2306376583301173,-0.83
16.0,14.0,3.361111111111111,1.3333333333333333,38.0,2.2700556100296625,2.0245638646895836,2.0666666666666664,3.654655746264212,4.390681974697982,3.047206724228547,2.766160500804204,22.75,12.166174573300538,7.23606797749979,6.0,10.0,5.0,18.0,28.0,6.666666666666666,52.0,36.0,10.0,18.0,12.0,10.118119614388574,5.226251859505507,1.8477590650225741,2.5395388613593903,-3.13
60.0,70.0,5.173611111111111,3.291666666666667,158.0,6.287152230862004,6.2291873429696105,6.085714285714285,12.606189362329708,13.415565454080088,9.130778598606476,9.40431526830973,109.824,43.64942284741085,26.221374460461092,12.0,18.0,21.0,234.0,542.0,34.46666666666667,877.0,811.0,103.0,324.0,150.0,30.587351357147462,16.4185029279751,2.3702392260592378,2.604540351902361,-4.04
48.0,52.0,3.9722222222222223,2.6944444444444446,112.0,5.342535255101096,5.3272393461533625,5.199999999999999,10.748222136706314,11.277222888638047,7.847124278273323,7.960277544961088,86.765625,34.59977577491038,19.607698869111037,6.0,8.0,15.0,164.0,393.0,25.59285714285714,625.0,589.0,61.0,236.0,104.0,25.541153684681948,13.839232266343267,2.221583293952768,2.205018318759687,-3.64
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560585,4.47213595499958,1.6180339887498951,1.9747448713915894,-1.1
28.0,26.0,4.111111111111111,2.0833333333333335,62.0,3.770055610029662,3.5245638646895836,3.5666666666666664,6.654655746264211,7.390681974697982,5.16852706778819,4.887480844363847,46.75,20.651455947539105,11.478708664619074,6.0,10.0,8.0,79.0,185.0,14.1,260.0,211.0,26.0,79.0,42.0,16.957097116180837,8.762572535069648,1.9498558243636481,2.7158427612932585,-3.04
84.0,97.0,6.256944444444445,3.472222222222222,232.0,7.51596853147643,7.735265790544702,7.100000000000001,16.153023808323532,17.98102613683632,12.36716209606851,12.936026959633523,126.89699074074073,61.96982335088151,39.462312537073856,20.0,38.0,32.0,425.0,1168.0,48.06666666666667,1699.0,1678.0,131.0,609.0,239.0,39.641176568285005,19.62546284044229,2.4700494899027143,1.9845583083165523,-9.61
34.0,36.0,2.611111111111111,2.0,76.0,3.931851652578137,3.9189910556894993,3.8666666666666663,7.8821967329218765,8.122522350258794,5.6568542494923815,5.729567401660267,64.0,24.36643030287652,13.36505818199175,4.0,4.0,10.0,64.0,122.0,15.783333333333335,246.0,234.0,22.0,109.0,50.0,18.479022537159643,10.424292428609817,2.135779205069857,2.1250162554146717,-2.38
36.0,35.0,4.611111111111111,2.666666666666667,78.0,4.8080604124904465,4.549127729379167,4.633333333333333,8.711235281175107,9.317262334258208,6.473350830420108,6.239427782794957,67.375,26.159224665080696,14.12899020449196,6.0,8.0,10.0,150.0,405.0,19.994047619047617,510.0,429.0,46.0,150.0,72.0,21.52609341387292,11.42991482812312,2.023683271963257,2.968015041036938,-2.23
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,-1.66
30.0,31.0,2.361111111111111,1.6666666666666665,68.0,3.393846850117352,3.3944271909999157,3.3,6.825617198010981,7.195941990698567,5.059137268047012,5.084727244415705,51.375,21.68708871008112,12.128990204491961,4.0,6.0,9.0,42.0,71.0,12.916666666666666,163.0,157.0,11.0,78.0,36.0,16.18960238097852,8.720566232730448,2.1010029896154583,2.1229179499593664,-6.32
40.0,43.0,3.4722222222222223,2.1666666666666665,96.0,4.325698502695489,4.313418246689415,4.166666666666666,8.707813930932856,9.318464340957362,6.473350830420108,6.571653958956686,67.375,29.08295626448049,17.008767012245137,8.0,10.0,13.0,88.0,176.0,19.15,333.0,311.0,29.0,146.0,66.0,20.972148061258352,11.142106483192402,2.2001218589193994,2.23165161946076,-9.65
94.0,112.0,7.888888888888889,3.916666666666667,254.0,8.413591357920934,8.632771315782927,7.8999999999999995,18.07492780538626,20.051927587233457,13.848726953872191,14.496306969321093,144.59375,68.89124486125611,43.80118417584898,18.0,30.0,36.0,563.0,1578.0,58.25357142857143,2244.0,2219.0,198.0,944.0,330.0,44.34314913142418,22.181358211698416,2.4484356059528514,2.0938414999706554,-4.38
38.0,40.0,2.861111111111111,2.25,84.0,4.431851652578137,4.418991055689499,4.366666666666666,8.882196732921877,9.122522350258794,6.363961030678929,6.436674182846815,72.0,27.194857427622715,14.779271744364848,4.0,4.0,11.0,94.0,203.0,18.68333333333333,361.0,343.0,33.0,148.0,66.0,20.758832560654838,11.384646120352905,2.148961141749637,2.0778607554610558,-0.53
76.0,94.0,6.277777777777778,3.0277777777777786,210.0,6.536581260209189,6.752165224246958,6.133333333333334,14.289718813148738,15.814744144215577,10.870469914864941,11.507310092096336,120.609375,55.54940278635105,35.68533939059601,12.0,22.0,30.0,258.0,565.0,41.35,1029.0,1012.0,93.0,423.0,181.0,35.110721335477244,17.668228976605832,2.50497689874648,2.226351040051458,-12.64
6.0,4.0,2.25,1.0,10.0,1.414213562373095,1.1547005383792517,1.3333333333333333,1.885618083164127,2.1213203435596424,1.4142135623730951,1.1547005383792517,16.0,4.47213595499958,2.0,2.0,2.0,1.0,4.0,5.0,2.5,10.0,6.0,2.0,4.0,2.0,5.356367113217143,2.8284271247461907,1.4142135623730954,1.6329931618554523,-4.29
40.0,42.0,6.284722222222222,1.9444444444444442,124.0,3.8540592754970238,3.6278535499729636,3.319047619047619,6.987819529964102,9.2244645862196,6.359729845171063,6.106761186940336,42.4507361111111,31.098790544477406,21.43397840021018,16.0,40.0,17.0,86.0,164.0,18.83333333333333,272.0,208.0,46.0,86.0,56.0,20.109140466162447,9.020980166391228,2.255245041597807,3.877604668586773,2.93
36.0,38.0,3.2222222222222223,1.8333333333333333,88.0,3.787693700234704,3.7888543819998315,3.6,7.6512343960219615,8.391883981397134,5.875633848974738,5.926813801712124,54.75,26.403614671685094,15.77269903474535,8.0,12.0,12.0,62.0,115.0,16.033333333333335,236.0,222.0,12.0,110.0,50.0,18.682503128252915,9.924777216368064,2.170086486626034,2.1923771580194713,-7.03
24.0,24.0,1.5,1.5,48.0,3.0,3.0,3.0,6.0,6.0,4.242640687119286,4.242640687119286,48.0,16.970562748477143,8.485281374238571,0.0,0.0,6.0,27.0,42.0,10.0,108.0,108.0,0.0,54.0,24.0,13.696713921428238,8.0,2.0,2.0,-5.11
76.0,91.0,2.9444444444444446,3.083333333333333,188.0,6.949489742783179,7.4080264443913375,6.9,15.87877538267963,16.123724356957947,11.192388155425121,12.046817226537913,138.171875,54.16021958736512,31.801184175848977,6.0,6.0,26.0,271.0,636.0,41.142857142857146,1208.0,1342.0,88.0,632.0,218.0,35.86444312004967,19.448251271725763,2.434763802738868,1.7402124582772953,-3.88
2.0,1.0,2.0,1.0,2.0,1.0,0.7071067811865475,1.0,1.0,1.0,0.0,0.0,0.0,1.4142135623730951,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0861612696304874,2.0,1.0,1.0,-0.89
62.0,73.0,6.305555555555555,3.111111111111111,164.0,6.112590865130759,6.076548082234536,5.7666666666666675,12.402877882970527,13.66790486333603,9.358797096569132,9.640393882615735,103.6875,45.3517367858378,28.257980408983922,12.0,18.0,23.0,228.0,516.0,34.95,839.0,759.0,83.0,352.0,150.0,30.782157768143932,15.264384315380862,2.394170170971328,2.6869709014553194,-6.44
10.0,8.0,2.5,1.25,18.0,1.914213562373095,1.6547005383792515,1.833333333333333,2.885618083164127,3.121320343559642,2.121320343559643,1.8618073195657994,24.0,7.3005630797457695,3.414213562373095,2.0,2.0,2.0,10.0,15.0,4.333333333333333,28.0,19.0,4.0,10.0,6.0,7.635733837560583,4.47213595499958,1.6180339887498947,1.9747448713915894,-0.78
14.0,12.0,2.75,1.5,26.0,2.414213562373095,2.1547005383792515,2.333333333333333,3.885618083164127,4.121320343559642,2.8284271247461903,2.568914100752347,32.0,10.12899020449196,4.82842712474619,2.0,2.0,3.0,20.0,35.0,6.416666666666666,60.0,44.0,8.0,20.0,12.0,9.915316149982342,5.464101615137754,1.7320508075688772,2.19060968716425,2.3
